# File: CCS_provincial_data.csv
# Title: CO2 and Cost(2005USD) by province
# Units: CO2-Mt,Cost-2005USD per t CO2
# Description: Provincial CO2 and Cost(2005USD)
# Source: PNNL's research based on Dahowski et al. (2010, 2017)
# Column types: ccnn
# ----------
province.name,ID,CO2_Mt,Cost_2005USDtCO2
Zhejiang,Zhejiang_DSF_028,279,5.84
Zhejiang,Zhejiang_DSF_029,374.4,5.94
Zhejiang,Zhejiang_DSF_030,315.4,6.01
Zhejiang,Zhejiang_DSF_031,93.6,6.58
Zhejiang,Zhejiang_DSF_032,144.3,6.86
Zhejiang,Zhejiang_DSF_033,156,7.24
Zhejiang,Zhejiang_DSF_034,156,7.24
Zhejiang,Zhejiang_DSF_035,67,7.4
Zhejiang,Zhejiang_DSF_036,234,7.46
Zhejiang,Zhejiang_DSF_037,62.4,7.79
Zhejiang,Zhejiang_DSF_038,57.1,7.81
Zhejiang,Zhejiang_DSF_039,167.5,8.13
Zhejiang,Zhejiang_DSF_040,123,8.5
Zhejiang,Zhejiang_DSF_041,78,8.57
Zhejiang,Zhejiang_DSF_042,140.4,8.89
Zhejiang,Zhejiang_DSF_043,46.8,9.04
Zhejiang,Zhejiang_DSF_044,46.8,9.04
Zhejiang,Zhejiang_DSF_045,50.3,9.27
Zhejiang,Zhejiang_DSF_046,39,9.61
Zhejiang,Zhejiang_DSF_047,42.9,9.65
Zhejiang,Zhejiang_DSF_048,78,10.05
Zhejiang,Zhejiang_DSF_049,98,10.24
Zhejiang,Zhejiang_DSF_050,33.5,10.68
Zhejiang,Zhejiang_DSF_051,39,11.64
Zhejiang,Zhejiang_DSF_052,62.4,12.05
Zhejiang,Zhejiang_DSF_053,39,12.26
Zhejiang,Zhejiang_DSF_054,67,12.85
Zhejiang,Zhejiang_DSF_055,33.5,12.89
Zhejiang,Zhejiang_DSF_056,66.3,13.05
Zhejiang,Zhejiang_DSF_057,57.1,13.93
Zhejiang,Zhejiang_DSF_058,23.4,14.04
Zhejiang,Zhejiang_DSF_059,63.1,14.59
Zhejiang,Zhejiang_DSF_060,24.6,14.6
Zhejiang,Zhejiang_DSF_061,50.9,14.93
Zhejiang,Zhejiang_DSF_062,20.1,15.84
Zhejiang,Zhejiang_DSF_063,24.1,16.32
Zhejiang,Zhejiang_DSF_064,46.8,17.25
Zhejiang,Zhejiang_DSF_065,24.1,18.34
Zhejiang,Zhejiang_DSF_066,15.6,18.43
Zhejiang,Zhejiang_DSF_067,19.5,18.61
Zhejiang,Zhejiang_DSF_068,14,18.67
Zhejiang,Zhejiang_DSF_069,34.8,18.93
Zhejiang,Zhejiang_DSF_070,20.1,19.74
Zhejiang,Zhejiang_DSF_071,31.5,20.53
Zhejiang,Zhejiang_DSF_072,19.5,20.64
Zhejiang,Zhejiang_DSF_073,15.6,21.82
Zhejiang,Zhejiang_DSF_074,23.5,21.92
Zhejiang,Zhejiang_DSF_075,10.1,23.94
Zhejiang,Zhejiang_DSF_076,18.5,27.95
Zhejiang,Zhejiang_DSF_077,15.4,31.62
Zhejiang,Zhejiang_DSF_078,10.1,36.23
Zhejiang,Zhejiang_DSF_079,12.3,36.83
Zhejiang,Zhejiang_DSF_080,12.3,36.83
